id_entry_id,num_candle,entry_type,entry_type_account,entry_number_candle,entry_condition,entry_amount,entry_registration_date,entry_result,sma_30_value,sma_10_value,rsi_value,movement_open_candle,movement_close_candle,movement_high_candle,movement_low_candle,movement_volume_candle
f250454b625441cfb78f6a16a2ad1c18,1,0,0,4,1,1,20240713122224,0,1.078689333333333359258669285,1.078443000000000018268053737,19.56521739129175550444659296,1.078435,1.078495,1.078495,1.078435,0
0e6a7eaf8ce641438b06224f3a56d76e,1,0,0,4,1,1,20240713122021,1,1.07872566666666669377150356,1.078507000000000037864822389,6.97674418604170806695673191,1.078385,1.078425,1.078435,1.078385,0
a15f79ee23d14fe2ae8a33619c314be3,1,0,0,4,1,1,20240713121718,0,1.078794666666666686912397684,1.07862200000000003630162837,22.03389830508347001088810642,1.078375,1.078355,1.078375,1.078355,0
d2730f4cd3e9481fb7c597d914d20bd3,1,0,0,4,1,1,20240713111940,0,1.079455666666666657782513993,1.079178999999999977177367328,42.49999999997363220316513500,1.079115,1.079175,1.079175,1.079055,0
fe3c210a3a7b48219393d73fd414ada3,1,0,0,4,1,1,20240713105631,1,1.079692666666666663507119968,1.079839000000000015511147921,55.88235294118223299147729308,1.079765,1.079685,1.079765,1.079685,0
16dccbef0b99451184fe8764daa62b6b,1,0,0,4,1,1,20240713105413,1,1.079665333333333328743227260,1.079851000000000005307754236,48.71794871794068872237286444,1.079975,1.079975,1.079975,1.079965,0
2a91c34eae9a4aabbc2df6df4be0e440,1,0,0,4,1,1,20240711185315,1,1.082656000000000003543239777,1.082777000000000011681322576,79.68749999999783159565502816,1.083015,1.083095,1.083095,1.083015,0
6b38b23e1d46436fbf9e434deac22158,1,0,0,4,1,1,20240711185119,0,1.082643666666666678229565454,1.082676000000000038347991449,70.93023255813262976485495508,1.082915,1.082905,1.082935,1.082905,0
c8b45530b4174cc09bea9777dce94b5c,1,0,0,4,1,1,20240711182622,1,1.082617999999999984043578630,1.082678999999999991388222043,100,1.082875,1.082895,1.082895,1.082855,0
9fb1df547f13469e92f8dd7daab32723,1,0,0,4,1,1,20240711182039,0,1.082615333333333314710008229,1.082463999999999981760367973,55.00000000000277555756156166,1.082545,1.082665,1.082675,1.082545,0
644fa4f785414975882bdaaeb8f822f5,1,0,0,4,1,1,20240711181029,0,1.082752333333333316645052946,1.082590999999999992198240761,37.50000000001156482317317786,1.082585,1.082525,1.082605,1.082515,0
0aec8d2cb8584f7cb1fc8c51a875ec22,1,1,0,4,1,1,20240702042507,0,1.071912666666666661778132644,1.071694499999999972139619331,34.83146067415113624377180555,1.07172,1.071725,1.071735,1.071705,10
61c264137ee745728a55874b47a3844b,1,0,0,4,1,1,20240702040007,0,1.071883333333333328714805551,1.072127999999999969915620568,58.73015873016432463101348107,1.07205,1.07204,1.07206,1.072015,31
d561836d04db491b8e4bce103700362d,1,1,0,4,1,1,20240702033508,0,1.071827333333333317118748104,1.071684500000000017649881556,47.16981132073574556597293854,1.07177,1.071795,1.071805,1.07177,35
2f757ffe5c6e46f0a4b1101e31ed8867,1,0,0,4,1,1,20240702033007,0,1.071872999999999979496105122,1.071768999999999971706188262,34.04255319149405254937219048,1.07152,1.071515,1.071525,1.071495,23
cf78bad843bf42db82bb00f6f1b28891,1,1,0,4,1,1,20240702032508,0,1.071895166666666643351391031,1.071777999999999941849182505,59.05511811022327968698434648,1.071975,1.07195,1.071975,1.07195,19
66ed44cf51084a318def82e5b12a1812,1,1,0,4,1,1,20240702025006,1,1.071565166666666650089704641,1.071359499999999997932320639,62.85714285715614960900232891,1.071515,1.071505,1.071515,1.071495,9
ca0a9f09db8e4affb4cbadfddde25731,1,0,0,4,1,1,20240702024008,1,1.071840833333333324143647284,1.071719999999999983764098488,37.65432098765533628077240531,1.07153,1.071505,1.07154,1.07147,40
ce3d927a864e403ab77f3c151bba0ab2,1,1,0,4,1,1,20240702013006,0,1.073360666666666651813955014,1.073314999999999996838084826,57.14285714286361646078499086,1.0734,1.07342,1.073425,1.0734,14
85f4e555c3d748ee8d9553be8a18fe13,1,0,0,4,1,1,20240701215004,0,1.063131666666666660011249709,1.063471000000000010743406165,34.09090909089762166296874250,1.063325,1.063335,1.063335,1.063325,0
61323b651d8d497d91218d210f941cb3,1,0,0,4,1,1,20240701214508,0,1.063006666666666655274298137,1.063332999999999994855670593,74.99999999998265276524023723,1.063445,1.063495,1.063495,1.063445,0
c99f55cc740441c88f60ea26bcab77e1,1,1,0,4,1,1,20240701210505,0,1.062130666666666659973354096,1.062339999999999995416999354,89.23076923076765412114846141,1.062615,1.062615,1.062615,1.062605,0
6ff45a49c3ac4045a464c22978f48c17,1,1,0,4,1,1,20240701210005,0,1.062074666666666655778783479,1.062148999999999987586818406,67.79661016949917993467136159,1.062365,1.062355,1.062365,1.062355,0
287fb81b43624c1e8dae83d9ccd0ea68,1,0,0,4,1,1,20240701202505,1,1.061345666666666668713029746,1.061617000000000010651035609,64.54545454546060121649795607,1.061655,1.061675,1.061685,1.061655,0
24e4f076302a4fe2851e81eb5a2c6301,1,1,0,4,1,1,20240701202007,0,1.061265333333333327203718000,1.061407999999999995921484697,83.56164383562810517721505301,1.061775,1.061775,1.061785,1.061775,0
04213f29d4fa4061bddacf03469e0d26,1,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.07593,1.07594,1.07594,1.07592,4
72279cf7028c4b09ae080a1c0d37004a,1,0,0,4,1,1,20240701023507,1,1.076311333333333353223792983,1.075821000000000005059064279,39.04382470119620597275248009,1.075585,1.075535,1.075585,1.07553,31
f9a19300a8ac435e8bcb0462440f8429,1,0,0,4,1,1,20240701020507,1,1.076821333333333319259850213,1.076994999999999969020336721,46.15384615384615384615384615,1.07676,1.07676,1.076765,1.076735,28
e32c3e51df4a491092da290a0f7bf9d2,1,1,0,4,1,1,20240701015007,0,1.077060999999999986916539759,1.07655699999999996396837787,37.15846994535598690174657361,1.07663,1.07659,1.076635,1.076585,38
27645d72f88d440a8fda6fad526052af,1,0,0,4,1,1,20240701014507,1,1.077150333333333328174793071,1.076882500000000009166001291,5.35714285715040968043962533,1.076505,1.076505,1.076505,1.076485,11
c4da7b655d2c4e50b6b2793afaa3d665,1,1,0,4,1,1,20240701012008,1,1.076426000000000016143530956,1.076917500000000016413537196,76.88888888888108169092806987,1.07721,1.07718,1.07724,1.077175,34
e8e99ec3e48b4824b4bb95dbbc49e3d1,1,1,0,4,1,1,20240701010508,0,1.076022000000000011787903986,1.075985500000000016918022538,87.24832214765490731930637249,1.07667,1.07666,1.076705,1.07664,26
69ec9aed81de4a839c8dacb9e162defd,1,0,0,4,1,1,20240630033005,1,1.072435000000000019741245675,1.072269000000000049865889196,24.09638554216931933402504009,1.071925,1.071975,1.071995,1.071865,0
0a962e79e5644e4593f0236d9cb91c24,1,0,0,4,1,1,20240630024007,1,1.072933333333333353702225091,1.073023000000000037879033243,33.92857142856222391624991722,1.072835,1.072775,1.072865,1.072745,0
3a59bd23835045a2aa9b60084f9ead50,1,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072555,1.072605,1.072605,1.072485,0
9b05b6ec8855487e8763a2a08424886f,1,1,0,4,1,1,20240630020507,1,1.072787666666666680133819986,1.072722000000000019959145447,62.74509803921739365324817472,1.072835,1.072875,1.072875,1.072755,0
f993d8be89aa4c5989411e6aea77e187,1,1,0,4,1,1,20240630013506,0,1.072957999999999996928086906,1.072910000000000030340174817,63.93442622950342285181564203,1.073015,1.073005,1.073045,1.072945,0
d6938011a97545bfa4f21553c6cf5af2,1,0,0,4,1,1,20240630012507,1,1.072991333333333319188795940,1.072985999999999995324628799,30.30303030301195223650758228,1.072815,1.072835,1.072875,1.072735,0
dbb1b123940c482c99daffcf725ab8f3,1,0,0,4,1,1,20240629045505,1,1.071004666666666656678804278,1.070896999999999965602626162,29.41176470588811534441847145,1.070785,1.070865,1.070875,1.070755,0
27faf7729e77405b999f9ae6e17bebfe,1,0,0,4,1,1,20240629042505,1,1.071650333333333356596502502,1.07148400000000001419664386,47.72727272727100688580894904,1.071345,1.071285,1.071345,1.071265,0
b411ca876b0f461ba1fbac720e806968,1,1,0,4,1,1,20240629040507,0,1.071715000000000010219973016,1.071807000000000043016257223,60.65573770491504911845034896,1.071975,1.071975,1.072025,1.071975,0
6164d11f167547a5ae3f8f2185a349d7,1,0,0,4,1,1,20240629032506,1,1.071209666666666674809486418,1.071463999999999994194865849,31.48148148148300442115860796,1.071255,1.071175,1.071255,1.071145,0
c9c261eaa2b74f1e8498a19f59fcfbc4,1,0,0,4,1,1,20240629024007,0,1.070648999999999976632617896,1.070673999999999947974060887,29.23076923076397527562307470,1.070485,1.070655,1.070655,1.070485,0
ac7fca9700724618902f2af40ce5a53d,1,0,0,4,1,1,20240629022007,1,1.070380000000000012920035411,1.070558999999999993946175891,66.66666666666666666666666667,1.070595,1.070645,1.070655,1.070535,0
4ac61a3d15e648cfab6d2e23d9974201,1,1,0,4,1,1,20240629021507,1,1.070352000000000007122006687,1.070425999999999988609999946,77.77777777778691541584054028,1.070595,1.070595,1.070645,1.070575,0
90b7ad30b1ab4526b3ea06f01dcb1ac2,1,0,0,4,1,1,20240629020006,0,1.070599666666666667976433776,1.070306000000000024030555323,10.93749999999891579782751485,1.070015,1.069995,1.070055,1.069935,0
0824ade796ee4a019e43ed4c0c92634c,1,0,0,4,1,1,20240629010506,1,1.070846000000000008967049325,1.070843000000000011517897747,25.75757575758085501847853698,1.070705,1.070715,1.070765,1.070675,0
885e2ba6542d4d7eb4acef14b3b67be7,1,0,0,4,1,1,20240628061005,1,1.070831833333333316105040466,1.071036999999999972388309288,48.64864864863891696399159200,1.070935,1.070915,1.070935,1.070835,111
ae0c8406a5d84870a39a84efd08897ab,1,1,0,4,1,1,20240628044007,1,1.069640166666666665958492407,1.069720000000000026396662633,89.53488372093743789956490213,1.070205,1.070265,1.070325,1.07019,233
a4218a0e430146b984fe22fd9e35fa91,1,1,0,4,1,1,20240628041505,1,1.069594166666666682867041042,1.069585999999999992304822172,47.32142857143140363016485952,1.0696,1.069605,1.069635,1.06956,218
2b5cf8406a554f1ca93f0d98808aee8a,1,0,0,4,1,1,20240628041003,1,1.069605666666666684191019006,1.069687999999999994393817815,30.60109289616438739658450132,1.069435,1.06962,1.06964,1.069435,255
cc986cab8ec04acaa8c8fbfddf3c78b6,1,0,0,4,1,1,20240628032006,0,1.069619000000000016055897353,1.069503500000000051350923513,37.06896551725293038224193780,1.069425,1.0693,1.069445,1.069265,258
318e2e962f58417bbf97261ac45a2c4f,1,1,0,4,1,1,20240628023006,1,1.069649333333333348268941638,1.06963949999999998752286956,89.36170212768034822016803553,1.06988,1.069875,1.069905,1.069855,180
e463277833264bb7bf0cb20849a8de28,1,1,0,4,1,1,20240628022505,0,1.069627833333333340644818084,1.069412000000000007027267657,64.10256410255475946435555374,1.06985,1.069795,1.069895,1.069735,203
b3a2d7c948d04406a63e817784e65dac,1,0,0,4,1,1,20240628014505,1,1.069507999999999999414986482,1.06959899999999998865263251,33.51351351351468131567235948,1.069375,1.069655,1.06967,1.06935,221
bfffaa554bb342338b69fb23f00a8f72,1,0,0,4,1,1,20240628014006,0,1.069452666666666673656038712,1.069659500000000007524647572,34.00000000000444089209850114,1.0695,1.069565,1.069575,1.069465,156
eaea07a4212449f3b79a1022cc3b49e1,1,0,0,4,1,1,20240627070007,0,1.069936166666666658523846915,1.069658500000000000973443548,5.73248407641708631600605452,1.069265,1.069315,1.069315,1.069255,9
502be415d5e847788d578c452cbe1d17,1,0,0,4,1,1,20240627061510,1,1.070180333333333326055007243,1.070172999999999996489918885,38.75968992247208049112721185,1.07004,1.07005,1.07005,1.07004,5
03c7a8d3e6ef4f29a486a307730f3ba4,1,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070305,1.070305,1.070315,1.070305,7
6cb5709e9bd54ac28317f80c35ca79a2,1,0,0,4,1,1,20240627054009,0,1.069501833333333307152201996,1.069767999999999985583087891,37.96296296296600884231721586,1.069565,1.06957,1.069585,1.069545,20
7f804626e1b9493f8e1ae3359ade5a05,1,0,0,4,1,1,20240627051008,0,1.069709500000000016820915031,1.069617000000000017756462967,6.06060606060198265188383706,1.06939,1.06941,1.06941,1.06939,5
1f7c748e016842f2948e4dd16b78b075,1,0,0,4,1,1,20240627050009,0,1.069685166666666679506173902,1.069833500000000037211123072,41.83006535948300515421647643,1.06972,1.06974,1.069755,1.06972,22
ec27d62b44144ea39e5d00e8e869a0e9,1,1,0,4,1,1,20240627044508,1,1.069490333333333335434171355,1.069565000000000010160761121,49.49494949494587010133781989,1.069575,1.06958,1.06959,1.069575,17
07dad9da59f24667a8bac24f254d61a0,1,0,0,4,1,1,20240627041507,0,1.068965166666666669984901243,1.069046500000000010643930182,43.52941176471756082351162467,1.06892,1.068905,1.068925,1.068895,10
64f32359a6fb4e7a90e3cd2e55bf393b,1,0,0,4,1,1,20240627031509,0,1.068994999999999998922343517,1.068791999999999964288122101,32.40740740741502210579303969,1.068675,1.068715,1.068745,1.068675,19
14db6bf3c2fb4f9a8832a0b577be15a7,1,0,0,4,1,1,20240627025508,0,1.069351500000000002958226257,1.069219000000000008299139154,19.40298507462290853900779595,1.069005,1.068985,1.069005,1.06898,6
9375c8c0afc5488cb3bada80f1c3662f,1,1,0,4,1,1,20240627022008,1,1.069313666666666673421559608,1.069416000000000011027623259,76.02040816326634652303432181,1.0697,1.069705,1.06971,1.0697,8
e8e3e7d424e14505a176568dd2a31b3e,1,0,0,4,1,1,20240627013508,1,1.069521333333333353484325320,1.069656500000000010075495993,78.30188679244215876765223524,1.069765,1.06977,1.069775,1.069765,6
d9e213f03754413494399788e9e3a54f,1,1,0,4,1,1,20240627013007,1,1.069459833333333357667053558,1.069452000000000002621902695,64.35643564356479177454156444,1.069615,1.06963,1.06963,1.069615,5
c61b8229ee4247ff8c517f7a2a891fc4,1,0,0,4,1,1,20240627011009,0,1.069529000000000003763508024,1.069447000000000036479264054,46.34146341463546724928569387,1.06938,1.06938,1.069395,1.069355,20
43b91a5c5d3b437c8db29308496203ae,1,1,0,4,1,1,20240626065506,0,1.068339833333333310783075377,1.068513999999999986023624388,71.03448275861815501996756236,1.068785,1.068785,1.068795,1.068775,13
6498885a2f7b42daa346395a19e4bd49,1,0,0,4,1,1,20240626065006,0,1.068277999999999972047248776,1.068399999999999971933561938,48.45360824743636793185848026,1.0683,1.0683,1.0683,1.0683,4
cdebc4bd27ca4eeda76834fddbc82b39,1,1,0,4,1,1,20240626063506,1,1.068311833333333312386533484,1.068176999999999976509457156,45.65217391304767570141635173,1.06822,1.068245,1.068245,1.06822,9
764b978585f1450983e8481205083ef3,1,0,0,4,1,1,20240626060007,0,1.068559666666666670605441898,1.068616999999999994663824054,25.60975609756493833322293311,1.068495,1.068465,1.068495,1.068465,10
ad307610c83a4f53870bddbcf209869e,1,1,0,4,1,1,20240626055008,1,1.068459166666666670941765460,1.068530999999999986371790328,62.28070175439416600572207326,1.068665,1.068655,1.068685,1.068655,25
ddd22a73cda34876a6e2adb447e660af,1,1,0,4,1,1,20240626054008,0,1.068450666666666681869912736,1.068531000000000030780711313,70.80745341614889699887741596,1.068635,1.06865,1.06865,1.068635,17
7e6188e40b68457cb289d22f264f300b,1,1,0,4,1,1,20240626053508,0,1.068477500000000005956716601,1.068405000000000026894042549,82.90598290598647452794824327,1.06875,1.068755,1.06876,1.06874,18
3e7fddb10a4f4546b405693986717867,1,0,0,4,1,1,20240626052006,1,1.068719500000000000028421709,1.068505500000000019156232156,16.66666666665296020957252858,1.068325,1.068305,1.068325,1.068305,14
1496c900ee404d9ea270b364d3c82b06,1,0,0,4,1,1,20240626051507,1,1.068811000000000007344643412,1.068670000000000008810729923,15.05376344086534962666030899,1.068435,1.06846,1.06846,1.068435,21
2318ce7d050a4c419bca57f7f7ddea52,1,0,0,4,1,1,20240626045508,0,1.069268333333333346561270597,1.068945500000000015106138562,42.18749999998590537175769277,1.06884,1.06885,1.06885,1.068835,6
6c487574cb9e46d2a1b8e439bccfe1aa,1,0,0,4,1,1,20240626044008,1,1.069666333333333341215620748,1.069480500000000011695533431,12.96296296296600884231721589,1.069275,1.069265,1.0693,1.069265,13
08d3250e763c44d4b4aca407891faf0d,1,1,0,4,1,1,20240626041007,0,1.069457166666666651326049002,1.069714999999999993640642515,86.23853211008912665224396173,1.06996,1.06996,1.06998,1.06996,9
c91b8ea9e5734a3686bb25cade00e2da,1,1,0,4,1,1,20240626040506,0,1.069394499999999988600526043,1.069485999999999981113774083,72.85714285712926257520867437,1.06971,1.069715,1.06973,1.06971,9
59dd14ef3963440fbbd085123f1f83ab,1,1,0,4,1,1,20240626040006,1,1.069421666666666663007371577,1.069351999999999991430854607,57.65306122449303272018841087,1.069485,1.069525,1.06955,1.06948,21
c11c7405cf734bc8bee3f5653255fdda,1,0,0,4,1,1,20240626033507,0,1.069655166666666660605737130,1.069836999999999993526955677,22.98850574712585006049696116,1.06961,1.0696,1.06961,1.0696,5
a0917ca487ed4525b94c35faeb5a3e67,1,1,0,4,1,1,20240626031008,0,1.069271666666666664724516522,1.069340000000000001634248292,71.77419354839980484211330300,1.069535,1.06954,1.069575,1.069525,20
e6b6a31eb6684b1da120b3cffb95d320,1,1,0,4,1,1,20240626024507,1,1.068775166666666653902950656,1.068846999999999969332975525,72.41379310346015696459170748,1.06908,1.069085,1.069095,1.06908,11
e05b4a49422c40b09ddae4d1f1d5b8e8,1,1,0,4,1,1,20240626023007,0,1.069002666666666656603013052,1.068690999999999990954790974,45.03816793893492060424095222,1.068815,1.068825,1.068825,1.068805,5
b315ffc45ff74cd0952c40684087e25b,1,0,0,4,1,1,20240626014507,0,1.070069666666666644931164380,1.069835500000000005904610134,23.57723577236652962938429584,1.06961,1.06962,1.06963,1.0696,11
73d0b4bb25b3465c9121a7fb99e49f47,1,0,0,4,1,1,20240626013507,0,1.070249833333333322471503379,1.070166999999999957182694743,29.41176470587851133901513796,1.069945,1.069945,1.069955,1.06994,6
f13bbedaad8149ff83c68d478d01b90a,1,0,0,4,1,1,20240626011507,1,1.070384500000000005393019365,1.070376000000000038525627133,30.23255813953968728188047326,1.070195,1.0702,1.0702,1.07018,5
493fab5f2687448c95529000f4646ca4,1,1,0,4,1,1,20240626010008,1,1.070458333333333326523965450,1.070389499999999993740118498,37.50000000000770988211545428,1.070365,1.070355,1.070365,1.070295,26
89913ae71b5948e6bac1e5625876f53d,1,1,0,4,1,1,20240625030507,1,1.072625166666666681377269773,1.072735000000000016306955786,62.93103448275697053652701255,1.0729,1.072895,1.072915,1.07289,11
d147095c6ec94a03b682fbc44f797846,1,1,0,4,1,1,20240625025507,1,1.072617500000000008893626575,1.072564000000000028478552849,69.56521739130644654636034944,1.07274,1.07276,1.07276,1.072735,17
1f28daa8539447c88f3915a95d5db1bd,1,0,0,4,1,1,20240625020007,1,1.073505166666666688080056247,1.073482000000000002870592652,8.59374999999024218044762669,1.073175,1.073145,1.073195,1.07313,42
603033aaa36746de93159ecf00a9066d,1,1,0,4,1,1,20240625014507,1,1.073533166666666679075111309,1.073480500000000037452707602,60.58394160584320178345015746,1.07365,1.07363,1.073655,1.073625,19
d786aa7a063a48349fbf8d86a35aeb88,1,0,0,4,1,1,20240625014007,0,1.073563999999999999760783946,1.073432500000000011652900866,43.26923076923323274339783547,1.07329,1.073295,1.073295,1.073255,17
9b35f2fb40d84a88b1e6ff81b740b962,1,1,0,4,1,1,20240625013508,1,1.073608666666666662988423771,1.073465500000000005798028724,33.67346938774215483353207081,1.073465,1.073465,1.073475,1.073455,17
8fae39caec4d46939a0860f5d605876a,1,0,0,4,1,1,20240625012507,0,1.073804000000000002934541498,1.073653499999999993974597601,40.22988505747243781004055866,1.07353,1.07353,1.073535,1.07352,9
7900b1d1d0204750a51933bec109a035,1,0,0,4,1,1,20240625011508,0,1.073994666666666667846167608,1.073706999999999989192644989,35.78947368421101838139595574,1.07358,1.07357,1.07358,1.073565,20
5754f3d1e4df4d35bab10858ceaa1e47,1,0,0,4,1,1,20240625010008,1,1.07423500000000001393848000,1.074208500000000010565770481,39.21568627452175557273722312,1.074175,1.07413,1.074175,1.07413,21
6c2fb2e40be4471aba4bc151e3ac01c3,1,0,0,4,1,1,20240624062008,1,1.073032333333333343539095495,1.072997000000000000774491582,14.75409836066886584603156983,1.07288,1.07288,1.072885,1.072855,15
f604d05ee6ed4949a6d865e303f8caed,1,1,0,4,1,1,20240624042509,1,1.071758999999999995011989994,1.071956500000000001016076112,85.22727272725896417738068669,1.072445,1.072455,1.07248,1.07241,52
7c138bf4c9ef4fd689cae2830168886a,1,1,0,4,1,1,20240624040509,1,1.071560666666666679821181181,1.071494499999999994166444139,68.46153846153872431314192310,1.07167,1.07168,1.071685,1.07167,33
3eb3ce6454e94c2085f7e05ee35452c1,1,1,0,4,1,1,20240624021007,1,1.070434999999999988358941513,1.070680999999999971628028561,86.29032258062840974624655246,1.070795,1.07079,1.070805,1.070785,22
f4036f89357649e0b4437ee3a5b431f3,1,0,0,4,1,1,20240624013009,0,1.070154833333333329233501748,1.070468500000000000582645043,54.12844036698070024628962633,1.070375,1.070445,1.07045,1.07036,30
ea0fac9298624faca9da47c9bd7cd7c2,1,0,0,4,1,1,20240623053508,1,1.074763000000000009078367687,1.074434000000000000163424829,22.64150943397886413920763408,1.074235,1.074175,1.074275,1.074155,0
cf282e11789048f2b107ccffeecf671f,1,0,0,4,1,1,20240623050508,1,1.075308333333333325280515661,1.075568999999999975081266257,41.02564102564175557069337595,1.075405,1.075475,1.075485,1.075365,0
778ca84b44064327b8b91276e47330ae,1,1,0,4,1,1,20240623045508,0,1.075124000000000005587234378,1.075215999999999993974597601,79.20792079209139740993608963,1.075625,1.075525,1.075645,1.075495,0
a0b6bdf2fadf453b9e6519926bad4e5a,1,1,0,4,1,1,20240623035007,1,1.075370666666666667291944274,1.075290999999999996816768544,92.10526315790011880967616164,1.075605,1.075355,1.075605,1.075295,0
373b121e492c4c80ba19b3bdc35a0359,1,0,0,4,1,1,20240623030007,1,1.076428999999999998789708873,1.076513000000000008782308214,33.33333333333333333333333333,1.076295,1.076225,1.076315,1.076225,0
2070a44e4f3043bfb35fbe2803ad2b3f,1,0,0,4,1,1,20240623020508,1,1.076098999999999998126535653,1.076152000000000019674928353,26.74418604652243591911478946,1.075995,1.076115,1.076125,1.075985,0
057dcf2a0d06410d8867b778cfb8a77f,1,1,0,4,1,1,20240623015508,0,1.076133666666666655054029888,1.076103999999999993875121618,82.60869565218510621826969513,1.076405,1.076425,1.076425,1.076325,0
9809c05de4434e54a095a73695ba9694,1,0,0,4,1,1,20240623013008,1,1.076764000000000002602954888,1.076410000000000000142108547,18.91891891892378476124744430,1.076155,1.076105,1.076165,1.076105,0
2cd1bde884ee4f3da59aa99f228e0ec8,1,1,0,4,1,1,20240623012008,0,1.076874333333333348209729744,1.076815000000000011048939541,43.37349397591457325673893175,1.076815,1.076625,1.076835,1.076625,0
efcc9a128b054158a7e60d5d8d54407f,1,1,0,4,1,1,20240623011508,0,1.07687933333333335135980254,1.076988000000000011979750525,43.24324324324162129580040096,1.077015,1.076695,1.077015,1.076695,0
c5a986be266842ccbb0c0f1e0945f5be,1,1,0,4,1,1,20240623010008,1,1.076603666666666669904373067,1.076741000000000036962433114,73.45132743362779690358307214,1.077155,1.077125,1.077195,1.077065,0
f0366547a9504aab866a55566d2a0d26,1,0,0,4,1,1,20240622042511,1,1.076588333333333332338573503,1.076392000000000037651659568,11.29032258061858987558127555,1.076235,1.075965,1.076245,1.075955,0
4bcd1d0b174443e1bc342f2bcf170518,1,0,0,4,1,1,20240622041009,0,1.076925333333333334451253904,1.076628999999999969361397234,60.71428571432253290642891707,1.076655,1.076575,1.076665,1.076535,0
b24845da05fc44459158f7295344519a,1,1,0,4,1,1,20240622040509,0,1.077017333333333337641590788,1.076686999999999971855402237,36.53846153845496909452884339,1.076675,1.076685,1.076755,1.076655,0
24e66de216f24df7ae402362aee6f37d,1,1,0,4,1,1,20240622032508,1,1.077059666666666659651241390,1.077069999999999971862507664,74.69879518072095766057548264,1.077265,1.077225,1.077285,1.077185,0
708a8f80a83d4aa68d76ceeecee4e6a4,1,0,0,4,1,1,20240622030507,0,1.076973000000000009931018970,1.077126000000000005663025604,16.88311688313261236870778662,1.076885,1.076905,1.076925,1.076825,0
69846036c03842109563834a894050d6,1,1,0,4,1,1,20240622025507,0,1.076743000000000013057407007,1.077024000000000025778490454,81.57894736841413295898779218,1.077285,1.077395,1.077445,1.077265,0
ef9d253814f04ea3849555a10c87d58d,1,1,0,4,1,1,20240622024508,0,1.076515666666666663312904954,1.076768999999999998351540853,61.53846153846416620834230701,1.076875,1.076845,1.076885,1.076795,0
