num_candle,entry_type,entry_type_account,entry_number_candle,entry_condition,entry_amount,entry_registration_date,entry_result,sma_30_value,sma_10_value,rsi_value,movement_open_candle,movement_close_candle,movement_high_candle,movement_low_candle,movement_volume_candle
3,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.07267,1.07289,1.072945,1.07265,224
4,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.07289,1.072925,1.073005,1.07284,228
5,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.072805,1.073025,1.07303,1.07277,223
6,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.072625,1.072615,1.07265,1.072545,167
7,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.0732,1.07328,1.07333,1.073145,220
8,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.07316,1.073115,1.07323,1.07309,204
9,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.073225,1.073215,1.073285,1.073175,160
10,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.07283,1.07281,1.072855,1.07276,181
11,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.07329,1.073295,1.073375,1.07328,173
12,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.072925,1.072825,1.072935,1.07281,219
13,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.073285,1.073315,1.073365,1.07328,204
14,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.073115,1.07308,1.07321,1.073075,189
15,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.072975,1.07298,1.073095,1.072855,195
16,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.072835,1.07297,1.073035,1.07283,175
17,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.072675,1.072745,1.072745,1.07263,207
18,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.072715,1.07268,1.072735,1.072655,205
19,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.07281,1.07284,1.072885,1.072785,122
20,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.072745,1.07273,1.07278,1.07269,195
21,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.07273,1.07263,1.072735,1.072625,168
22,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.073085,1.073075,1.07313,1.07301,187
23,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.07308,1.0732,1.073325,1.073065,220
24,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.07307,1.073165,1.073165,1.073055,178
25,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.07333,1.07331,1.07333,1.073285,27
26,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.07303,1.073155,1.073235,1.073005,277
27,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.073165,1.073225,1.073275,1.073165,157
28,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.0732,1.073095,1.0732,1.073015,195
29,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.07281,1.07272,1.07281,1.07271,167
30,1,0,4,1,1,20240618020008,1,1.072962000000000000928442508,1.073194500000000006778577699,73.26732673265237105962867836,1.072635,1.072965,1.07297,1.072635,196
1,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070315,1.07039,1.070405,1.070315,170
2,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.07028,1.070215,1.0703,1.070165,202
3,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.069935,1.07004,1.07006,1.069875,151
4,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.06969,1.069685,1.06976,1.069675,201
5,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.07037,1.070275,1.070415,1.070265,180
6,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.07019,1.070065,1.07021,1.07006,198
7,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070155,1.070235,1.07029,1.070155,217
8,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.07036,1.070225,1.070375,1.0702,188
9,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.0702,1.07025,1.07026,1.070185,116
10,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070385,1.07036,1.07045,1.07034,208
11,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.06999,1.069885,1.06999,1.06984,227
12,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070005,1.07011,1.07011,1.069955,150
13,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070305,1.070305,1.070315,1.070305,7
14,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.06995,1.070025,1.07009,1.069935,235
15,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070235,1.070325,1.07035,1.070235,174
16,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.069885,1.069935,1.069955,1.069845,220
17,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.06998,1.069995,1.070035,1.069965,201
18,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.06969,1.06995,1.069965,1.06967,225
19,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.07017,1.070145,1.07018,1.070045,152
20,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070075,1.0702,1.0702,1.07007,152
21,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.07025,1.070305,1.07031,1.07022,112
22,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070395,1.070385,1.070395,1.07034,150
23,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.0701,1.070165,1.07019,1.07005,170
24,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070025,1.069995,1.070185,1.069965,233
25,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070275,1.07036,1.070385,1.07026,191
26,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070365,1.070365,1.07039,1.070305,198
27,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.069565,1.069695,1.069705,1.069545,222
28,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.07021,1.070285,1.070335,1.070205,195
29,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070015,1.06999,1.070035,1.06987,203
30,1,0,4,1,1,20240627061008,1,1.070134499999999995919116221,1.070236999999999993882227045,52.02702702702479684929312022,1.070225,1.07019,1.070295,1.070165,193
1,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.0828,1.08288,1.082905,1.08278,154
2,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.0838,1.08388,1.08388,1.083785,149
3,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083485,1.083525,1.083585,1.083485,118
4,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083495,1.083625,1.083625,1.083465,132
5,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.08348,1.083455,1.083485,1.083425,126
6,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.08277,1.082795,1.08286,1.08275,151
7,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083975,1.083975,1.083995,1.08394,153
8,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083525,1.08355,1.083575,1.08351,136
9,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.08318,1.0832,1.083215,1.08317,137
10,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.08346,1.08349,1.08352,1.08344,130
11,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083405,1.08348,1.083485,1.08338,151
12,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.08395,1.083955,1.083965,1.08392,154
13,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083965,1.08396,1.08398,1.08394,124
14,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083945,1.08397,1.083995,1.083935,164
15,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083085,1.083195,1.083215,1.083065,183
16,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.082795,1.082905,1.082915,1.082775,131
17,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083245,1.083465,1.08349,1.083225,156
18,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.08291,1.083005,1.083025,1.082905,146
19,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083775,1.08381,1.08382,1.083745,178
20,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083895,1.08394,1.08395,1.083825,182
21,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.08388,1.083895,1.08394,1.083875,137
22,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.08347,1.083455,1.08349,1.083425,156
23,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083195,1.083245,1.08327,1.08318,150
24,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.08346,1.083475,1.083545,1.083455,125
25,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.08355,1.083575,1.083615,1.08353,147
26,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083645,1.083775,1.0838,1.083625,186
27,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083465,1.0834,1.08349,1.083395,155
28,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083625,1.08364,1.083695,1.083625,135
29,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.08357,1.08346,1.083595,1.08345,168
30,1,0,4,1,1,20240524053007,0,1.083462166666666659509132841,1.083846499999999979380049808,100,1.083005,1.08308,1.08312,1.082985,177
1,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.076285,1.076155,1.07633,1.076115,282
2,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.076085,1.07598,1.07612,1.075935,263
3,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.077095,1.077115,1.07715,1.077015,240
4,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.077035,1.07665,1.07704,1.07664,218
5,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.076105,1.07601,1.07611,1.07597,140
6,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.075865,1.0758,1.07593,1.07575,260
7,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.07575,1.075615,1.075785,1.07555,181
8,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.075815,1.07593,1.07599,1.075785,205
9,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.07546,1.075795,1.0758,1.075455,253
10,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.0758,1.0756,1.07594,1.07555,346
11,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.07601,1.075865,1.07601,1.07586,263
12,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.07712,1.076985,1.077175,1.07695,172
13,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.075885,1.076105,1.076125,1.075755,201
14,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.076525,1.076165,1.07656,1.076155,270
15,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.075585,1.075375,1.075585,1.07531,290
16,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.07617,1.076275,1.07632,1.07616,244
17,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.076195,1.076065,1.07622,1.076065,245
18,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.07663,1.07652,1.07676,1.07649,247
19,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.07593,1.07594,1.07594,1.07592,4
20,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.075795,1.07582,1.07588,1.07571,140
21,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.076965,1.07697,1.07702,1.07682,210
22,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.07697,1.07702,1.077095,1.076915,215
23,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.075615,1.07569,1.07569,1.07555,176
24,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.076285,1.07629,1.07632,1.076165,186
25,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.076075,1.076085,1.07624,1.07604,233
26,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.075695,1.075895,1.075905,1.07569,188
27,1,0,4,1,1,20240701024007,1,1.076138333333333352292981999,1.075775500000000017841728095,43.19066147859888560825307726,1.076155,1.0762,1.076235,1.076105,249
