num_candle,entry_type,entry_type_account,entry_number_candle,entry_condition,entry_amount,entry_registration_date,entry_result,sma_30_value,sma_10_value,rsi_value,movement_open_candle,movement_close_candle,movement_high_candle,movement_low_candle,movement_volume_candle
9,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.069875,1.069965,1.070015,1.069835,269
10,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.07074,1.0707,1.07074,1.070595,232
11,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.07057,1.070555,1.070585,1.07052,42
12,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.070655,1.07081,1.07082,1.070565,253
13,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.069885,1.06957,1.06989,1.069535,314
14,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.07007,1.070025,1.070155,1.070015,307
15,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.06984,1.06988,1.07002,1.06982,190
16,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.069755,1.07007,1.07007,1.069705,229
17,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.07053,1.070755,1.070755,1.070505,353
18,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.069575,1.06958,1.069615,1.06945,274
19,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.07081,1.070865,1.070885,1.070705,281
20,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.07006,1.069855,1.07006,1.069855,233
21,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.06985,1.069825,1.07003,1.0698,266
22,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.07076,1.070815,1.07086,1.070655,311
23,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.069825,1.06972,1.069855,1.069685,306
24,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.07001,1.06999,1.070055,1.069895,265
25,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.07082,1.070745,1.07085,1.07057,186
26,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.070705,1.070635,1.07072,1.07058,241
27,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.070175,1.07007,1.070295,1.069985,325
28,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.07003,1.070105,1.070175,1.069915,285
29,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.06958,1.069745,1.069745,1.06955,209
30,0,0,4,1,1,20240617023508,1,1.070189000000000012491341294,1.070708500000000018559376258,52.38095238095685653020761078,1.069965,1.070035,1.070055,1.06988,232
1,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07332,1.07339,1.07342,1.073295,183
2,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073045,1.07303,1.07307,1.07301,139
3,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07306,1.07316,1.07316,1.073025,179
4,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07358,1.0736,1.07365,1.07356,152
5,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073375,1.073415,1.073455,1.07334,159
6,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07304,1.073045,1.073065,1.073015,141
7,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07311,1.073125,1.073145,1.07305,146
8,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07316,1.07314,1.07318,1.07312,155
9,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073145,1.073095,1.073155,1.07309,129
10,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073105,1.073025,1.073125,1.07302,138
11,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07303,1.07311,1.07312,1.073025,164
12,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073155,1.07332,1.07333,1.07314,177
13,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07362,1.07367,1.07367,1.07361,124
14,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07361,1.073635,1.07366,1.073585,144
15,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073155,1.07304,1.07317,1.073015,163
16,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07314,1.073155,1.07316,1.073115,112
17,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.0736,1.07362,1.073685,1.07359,146
18,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07312,1.07307,1.07313,1.073025,173
19,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07304,1.07311,1.073115,1.07299,159
20,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07307,1.07305,1.07308,1.07302,171
21,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07367,1.07382,1.07382,1.073645,142
22,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073645,1.073605,1.07365,1.073575,147
23,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073095,1.07311,1.073145,1.073045,165
24,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073015,1.07303,1.0731,1.07297,171
25,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073485,1.07358,1.073585,1.073465,146
26,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073405,1.073485,1.0735,1.07336,153
27,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.0731,1.073145,1.073165,1.0731,159
28,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073085,1.073015,1.073085,1.073005,139
29,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.07382,1.073775,1.07384,1.073765,22
30,1,0,4,1,1,20240509051506,0,1.073269333333333327059240976,1.073580499999999982030374213,94.05940594059884813381859710,1.073025,1.07311,1.07316,1.07301,202
1,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08691,1.08699,1.08699,1.08691,93
2,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.086965,1.087015,1.087045,1.08693,155
3,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08703,1.08694,1.08704,1.086935,160
4,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.086965,1.08703,1.08707,1.08695,163
5,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08682,1.08692,1.086945,1.086805,162
6,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08708,1.08703,1.08709,1.08698,151
7,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08702,1.08708,1.08713,1.087005,189
8,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.087005,1.08698,1.087015,1.08698,17
9,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.086975,1.086965,1.087085,1.08696,145
10,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.086865,1.08685,1.08689,1.08678,175
11,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08697,1.08692,1.08701,1.086895,142
12,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08683,1.086875,1.08692,1.08681,137
13,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.086925,1.08692,1.086955,1.08686,165
14,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.086925,1.08695,1.086965,1.08691,139
15,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08685,1.086875,1.086895,1.086845,156
16,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.087035,1.08698,1.08705,1.08698,159
17,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08691,1.086945,1.08695,1.086875,144
18,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08695,1.086965,1.087005,1.086895,170
19,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08686,1.086755,1.08687,1.08672,175
20,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.087085,1.087015,1.087095,1.086985,144
21,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08675,1.086825,1.08686,1.086725,135
22,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.086885,1.086865,1.086895,1.08686,109
23,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08688,1.08681,1.08691,1.086805,181
24,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08701,1.087025,1.08704,1.08697,156
25,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08694,1.08691,1.086955,1.08688,133
26,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.086955,1.08695,1.086975,1.086905,126
27,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08693,1.08697,1.087,1.08691,159
28,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08703,1.087075,1.087075,1.087005,154
29,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.08695,1.086855,1.086975,1.08685,161
30,1,0,4,1,1,20240528042009,1,1.086939000000000010714984456,1.086892500000000016946444248,71.42857142856387603384609293,1.086815,1.086835,1.086865,1.08677,181
1,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.08274,1.08277,1.08279,1.082695,118
2,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.083115,1.08306,1.08317,1.08301,145
3,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.08277,1.08276,1.082855,1.08275,157
4,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082585,1.082635,1.08265,1.082545,150
5,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.08263,1.082605,1.082675,1.08257,146
6,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.08315,1.083115,1.083155,1.08304,182
7,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082985,1.08275,1.082985,1.08275,182
8,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.08269,1.082725,1.082755,1.082665,180
9,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082575,1.082585,1.08263,1.082565,132
10,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082525,1.082535,1.082545,1.082525,5
11,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082625,1.082625,1.082645,1.08261,123
12,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082605,1.08268,1.082735,1.082605,133
13,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.0826,1.082595,1.08263,1.082515,142
14,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.083065,1.08299,1.08307,1.082985,159
15,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.083025,1.08298,1.083045,1.082955,114
16,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082605,1.082575,1.082655,1.08253,211
17,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082775,1.082615,1.082845,1.082605,224
18,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082655,1.08267,1.082695,1.0826,167
19,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082895,1.08278,1.082925,1.082775,182
20,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.0828,1.082895,1.082905,1.08277,151
21,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082605,1.0826,1.082635,1.08251,160
22,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.08302,1.083025,1.083125,1.083005,172
23,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.08264,1.0827,1.08272,1.082585,204
24,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.08275,1.08266,1.08278,1.082615,149
25,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.08272,1.082805,1.082825,1.08272,173
26,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082675,1.08264,1.082695,1.08256,177
27,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.08266,1.08261,1.08268,1.08258,144
28,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.082975,1.08316,1.083205,1.082925,206
29,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.08299,1.08301,1.08312,1.08298,156
30,0,0,4,1,1,20240515044006,0,1.082760166666666664288716978,1.082664000000000004142464149,25.64102564101104243228631864,1.08267,1.082665,1.082685,1.08262,121
1,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072755,1.072775,1.072825,1.072695,0
2,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.073065,1.073055,1.073145,1.073035,0
3,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.073055,1.072955,1.073075,1.072935,0
4,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072685,1.072745,1.072755,1.072585,0
5,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072945,1.073035,1.073055,1.072925,0
6,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072865,1.072945,1.072955,1.072835,0
7,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.073035,1.072935,1.073065,1.072905,0
8,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072745,1.072715,1.072765,1.072655,0
9,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072855,1.072795,1.072945,1.072785,0
10,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072615,1.072575,1.072665,1.072555,0
11,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072585,1.072705,1.072715,1.072525,0
12,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072815,1.072705,1.072815,1.072695,0
13,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072745,1.072835,1.072885,1.072705,0
14,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072645,1.072675,1.072695,1.072625,0
15,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072695,1.072755,1.072815,1.072675,0
16,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072695,1.072735,1.072735,1.072675,0
17,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072745,1.072635,1.072795,1.072595,0
18,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072945,1.072775,1.072945,1.072775,0
19,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072615,1.072625,1.072715,1.072575,0
20,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072715,1.072615,1.072715,1.072555,0
21,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072755,1.072565,1.072765,1.072565,0
22,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072625,1.072575,1.072675,1.072565,0
23,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072925,1.072875,1.072945,1.072855,0
24,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072615,1.072725,1.072725,1.072595,0
25,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072835,1.072865,1.072875,1.072755,0
26,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072715,1.072675,1.072765,1.072675,0
27,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072725,1.072705,1.072725,1.072615,0
28,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072555,1.072605,1.072605,1.072485,0
29,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072715,1.072745,1.072755,1.072675,0
30,0,0,4,1,1,20240630021507,0,1.072775333333333347418658831,1.07290800000000001723776677,35.57692307692369280123407464,1.072865,1.073075,1.073075,1.072845,0
1,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08622,1.086265,1.086295,1.086205,185
2,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.086325,1.086395,1.08642,1.086315,141
3,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08676,1.08678,1.08684,1.08676,149
4,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.085935,1.08594,1.086015,1.085925,201
5,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.086365,1.0863,1.086375,1.086255,135
6,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.086415,1.08639,1.086425,1.086315,169
7,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08639,1.086355,1.08639,1.086235,167
8,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08639,1.08636,1.08641,1.08631,201
9,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08651,1.08667,1.08668,1.08649,183
10,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08607,1.08616,1.08625,1.086065,184
11,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.085885,1.085925,1.085995,1.085885,138
12,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.085815,1.085875,1.085905,1.085815,136
13,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08649,1.08651,1.08656,1.086465,191
14,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.086575,1.086315,1.086585,1.086315,206
15,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08646,1.086495,1.08656,1.08643,165
16,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.086265,1.086575,1.086575,1.086255,252
17,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.0864,1.08639,1.086425,1.086335,230
18,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08595,1.086075,1.0861,1.08595,150
19,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08637,1.08646,1.08647,1.08635,157
20,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08629,1.08632,1.086405,1.08627,169
21,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.085915,1.085865,1.08594,1.085855,208
22,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.086315,1.086345,1.086355,1.086235,172
23,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.085955,1.085815,1.08597,1.085815,164
24,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.086345,1.086415,1.086445,1.08631,166
25,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.086675,1.08672,1.08678,1.08666,198
26,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.086495,1.086495,1.08658,1.086485,168
27,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.085865,1.08594,1.086025,1.085865,182
28,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08672,1.086765,1.086775,1.086685,174
29,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08617,1.08622,1.08624,1.08617,160
30,1,0,4,1,1,20240517022007,1,1.086303166666666649338897817,1.086565000000000003055333764,92.30769230769230769230769231,1.08678,1.08674,1.08684,1.08672,154
1,0,0,4,1,1,20240515052506,0,1.082834833333333339015306743,1.082881999999999989015009305,21.95121951214492745397287395,1.082825,1.082845,1.08285,1.082805,157
2,0,0,4,1,1,20240515052506,0,1.082834833333333339015306743,1.082881999999999989015009305,21.95121951214492745397287395,1.082855,1.082805,1.082865,1.082785,125
3,0,0,4,1,1,20240515052506,0,1.082834833333333339015306743,1.082881999999999989015009305,21.95121951214492745397287395,1.08275,1.08284,1.08284,1.08274,155
4,0,0,4,1,1,20240515052506,0,1.082834833333333339015306743,1.082881999999999989015009305,21.95121951214492745397287395,1.08278,1.082825,1.08283,1.08274,175
5,0,0,4,1,1,20240515052506,0,1.082834833333333339015306743,1.082881999999999989015009305,21.95121951214492745397287395,1.082925,1.08292,1.082935,1.0829,137
6,0,0,4,1,1,20240515052506,0,1.082834833333333339015306743,1.082881999999999989015009305,21.95121951214492745397287395,1.08277,1.082785,1.082785,1.082725,163
